year,make,model,trim,body,transmission,state,condition,odometer,color,interior,sellingprice
2013,Honda,Odyssey,Touring,minivan,automatic,nj,4.0,26735.0,black,gray,30100
2012,Honda,Civic,LX,Sedan,automatic,nj,4.2,18135.0,white,gray,11800
2013,Chevrolet,Equinox,LT,suv,automatic,wi,4.0,69035.0,gray,black,14800
2014,Ford,E-Series Van,E-250,E-Series Van,,fl,4.0,11083.0,white,gray,19800
2013,Chevrolet,Malibu,LT,Sedan,automatic,md,2.0,43535.0,gray,gray,6400
2013,Nissan,Altima,2.5,Sedan,automatic,il,2.9,56977.0,silver,black,11800
2013,Kia,Optima,SX,Sedan,automatic,ca,4.4,40782.0,gray,black,21000
2013,Ford,Focus,SE,Hatchback,automatic,ca,4.8,19849.0,gray,black,13100
2014,Hyundai,Santa Fe Sport,Sport 2.0T,SUV,automatic,ca,4.7,25575.0,silver,black,23200
2011,Toyota,RAV4,Base,SUV,automatic,ga,4.1,37706.0,silver,gray,15000
2013,BMW,3 Series,328i xDrive,sedan,,ma,3.5,35754.0,black,black,25400
2013,Nissan,Rogue,S,SUV,automatic,mo,2.9,61554.0,silver,black,12100
2013,Nissan,Altima,2.5,sedan,automatic,md,2.7,51575.0,red,black,10600
2013,Ford,Fusion,SE,Sedan,automatic,mi,4.9,15930.0,blue,black,15100
2013,Ford,Focus,SE,Sedan,automatic,ca,3.4,25335.0,silver,black,10300
2013,Hyundai,Elantra GT,Base,hatchback,manual,oh,4.5,21718.0,white,black,11800
2013,Subaru,XV Crosstrek,Premium,suv,automatic,ca,4.9,17043.0,brown,black,18500
2013,Acura,MDX,Base,SUV,automatic,ga,2.3,37718.0,silver,gray,24800
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.6,17541.0,white,gray,24750
2013,Infiniti,G Sedan,G37 Journey,g sedan,automatic,ga,4.4,23721.0,white,tan,22400
2012,Ford,Fusion,S,Sedan,automatic,pa,3.8,49311.0,,beige,10600
2011,,,,,,on,3.3,99780.0,black,beige,11800
2013,Mercedes-Benz,C-Class,C250 Sport,sedan,automatic,tx,4.2,15056.0,black,black,22250
2014,Chevrolet,Impala,LT,Sedan,automatic,fl,4.0,18831.0,silver,black,19900
2013,Ford,C-Max Energi,SEL,Wagon,automatic,mi,4.1,56998.0,gray,beige,11900
2013,Chevrolet,Malibu,LS,Sedan,,pa,4.8,16569.0,silver,gray,13800
2015,Subaru,Forester,2.5i Premium PZEV,suv,automatic,il,4.1,23782.0,blue,gray,22400
2014,Dodge,Grand Caravan,SXT,Minivan,,va,4.0,6768.0,blue,black,17600
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,oh,3.9,52140.0,black,black,11900
2013,Ford,Fusion,SE,Sedan,automatic,nc,4.1,85641.0,blue,beige,11100
2013,Ford,Mustang,V6,Coupe,automatic,oh,3.2,36940.0,blue,black,15200
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,nj,4.0,35970.0,brown,black,18400
2015,Chrysler,200,Limited,Sedan,,va,4.0,16679.0,white,black,14900
2014,Nissan,Frontier,S,King Cab,automatic,ca,3.8,13706.0,white,gray,15500
2012,Ford,Fusion,SEL,Sedan,automatic,ga,4.9,28240.0,white,beige,14300
2014,Ford,Edge,SEL,SUV,,on,4.5,17140.0,silver,black,27800
2015,Dodge,Journey,SXT,suv,automatic,fl,3.0,14468.0,black,beige,18600
2013,Chevrolet,Cruze,1LT,Sedan,automatic,la,2.1,58597.0,gray,black,8400
2011,Ford,Transit Connect,Cargo Van XLT,minivan,,fl,4.3,112014.0,,gray,9300
2011,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,,pa,4.8,29266.0,black,black,41500
2013,Chevrolet,Captiva Sport,LTZ Fleet,SUV,,pa,3.4,61824.0,gray,beige,12400
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,mo,4.1,26316.0,black,black,19200
2014,Toyota,Camry,LE,Sedan,automatic,ca,4.1,17375.0,black,gray,15400
2013,Ford,Escape,SE,SUV,automatic,il,4.4,19003.0,brown,tan,15300
2013,Nissan,Altima,2.5,Sedan,automatic,ca,4.0,39925.0,gray,black,13700
2014,Toyota,RAV4,LE,SUV,automatic,ca,1.0,16369.0,white,black,9400
2012,Honda,Civic,LX,Sedan,automatic,il,3.9,36257.0,gray,gray,11000
2013,Ford,Focus,SE,Sedan,automatic,pa,3.5,60532.0,gray,black,9200
2012,Ford,Fusion,SE,Sedan,automatic,fl,3.7,60714.0,silver,black,10100
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,wa,4.8,38683.0,white,beige,19600
2013,Ford,F-150,XLT,supercrew,automatic,mi,4.3,72612.0,blue,gray,23000
2011,Ram,3500,Laramie,crew cab,automatic,in,3.7,41338.0,blue,tan,38000
2013,Ford,Fusion,SE,sedan,automatic,pa,3.0,54745.0,black,gray,11500
2012,Ford,Fusion,SEL,Sedan,automatic,tx,4.1,105767.0,white,tan,8100
2012,Hyundai,Sonata,GLS,Sedan,,pa,2.4,24274.0,white,tan,10800
2014,Nissan,Frontier,SL,Crew Cab,automatic,ca,4.6,20866.0,silver,gray,24500
2013,Hyundai,Sonata,GLS,Sedan,automatic,ca,2.0,36152.0,red,tan,10800
2013,Chevrolet,Impala,LS Fleet,sedan,automatic,mi,3.6,46491.0,white,gray,9900
2013,Nissan,Maxima,3.5 SV,sedan,automatic,la,3.6,54767.0,silver,black,16200
2012,Chevrolet,Malibu,LT,Sedan,automatic,ca,3.6,80629.0,white,gray,9800
2012,Nissan,Sentra,2.0 SR,Sedan,,ca,3.9,53992.0,white,gray,8500
2012,Ford,Fusion,SE,Sedan,automatic,fl,3.7,20163.0,gray,black,12200
2012,Toyota,Camry,LE,Sedan,automatic,fl,2.6,21028.0,gray,gray,12800
2012,Dodge,Grand Caravan,American Value Package,Minivan,automatic,ma,4.1,120065.0,silver,black,6000
2013,Nissan,Rogue,S,SUV,automatic,la,3.4,65194.0,silver,black,13000
2011,Mercedes-Benz,C-Class,C300 Sport,sedan,automatic,tx,3.4,34089.0,black,black,18250
2011,Kia,Sorento,EX,SUV,,il,,47398.0,black,,12500
2012,Cadillac,Escalade ESV,Luxury,SUV,automatic,tx,4.8,32458.0,black,tan,41000
2014,Chevrolet,Cruze,2LT,Sedan,automatic,il,2.0,19975.0,silver,black,13500
2011,Ford,Escape,XLT,SUV,automatic,ca,1.9,88331.0,white,beige,7400
2013,Chevrolet,Malibu,LS Fleet,Sedan,,pa,3.0,57175.0,silver,gray,9900
2012,Honda,Accord,EX-L V-6,Sedan,automatic,tn,3.5,38180.0,black,black,16300
2012,Chevrolet,Tahoe,LTZ,suv,automatic,mo,4.6,93846.0,white,tan,27900
2011,Nissan,Maxima,3.5 S,Sedan,automatic,il,4.7,43531.0,black,black,13900
2014,Ford,Focus,SE,hatchback,automatic,mo,4.3,33161.0,blue,black,11500
2014,Chevrolet,Captiva Sport,LT Fleet,SUV,automatic,nj,3.3,31460.0,blue,black,14000
2014,Infiniti,Q50,Premium,Sedan,automatic,ca,3.7,20373.0,brown,black,27500
2012,Nissan,Altima,2.5 S,Coupe,automatic,ca,2.9,22531.0,blue,,12400
2012,Nissan,Rogue,SV,SUV,,nj,2.9,27772.0,black,black,14300
2012,Audi,A4,2.0T Premium quattro,sedan,automatic,pa,2.8,20519.0,white,beige,20600
2011,Cadillac,SRX,Performance,SUV,automatic,nv,4.3,30316.0,white,gray,22250
2013,Ford,Taurus,Limited,Sedan,automatic,va,4.2,37464.0,silver,black,16100
2014,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,fl,4.2,11931.0,white,black,26300
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,oh,4.5,35721.0,gold,black,23000
2013,Toyota,Corolla,LE,Sedan,automatic,il,3.6,47425.0,gray,,10600
2012,Toyota,Yaris,LE,Hatchback,automatic,md,3.5,60276.0,gray,gray,8600
2013,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,pa,4.8,57135.0,white,black,43500
2012,Hyundai,Genesis,3.8,Sedan,automatic,tn,4.3,67761.0,gold,tan,13200
2011,Toyota,Corolla,S,Sedan,automatic,fl,4.2,29682.0,red,black,11800
2014,Chevrolet,Malibu,LT,sedan,automatic,fl,3.6,54633.0,white,black,12600
2013,Nissan,Juke,S,hatchback,automatic,ca,4.5,50911.0,yellow,black,11700
2011,Chevrolet,Equinox,LT1,SUV,automatic,nc,3.7,61608.0,black,gray,12800
2012,Ford,Focus,SE,Hatchback,manual,il,2.9,57451.0,silver,black,7600
2012,Lexus,RX 350,Base,SUV,automatic,oh,4.2,56742.0,gray,black,23400
2013,Ford,Explorer,XLT,SUV,automatic,pa,3.5,21477.0,white,tan,27500
2014,Toyota,Corolla,S,Sedan,automatic,fl,4.5,14494.0,blue,black,16000
2014,Ford,Escape,SE,SUV,automatic,fl,4.6,28412.0,silver,black,16400
2012,Dodge,Journey,American Value Package,SUV,automatic,fl,3.3,120631.0,silver,black,6300
2014,Ford,Edge,SE,SUV,automatic,nc,4.8,5606.0,white,beige,20900
2012,Dodge,Grand Caravan,American Value Package,Minivan,automatic,nj,3.2,74172.0,,gray,8500
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,fl,4.0,38496.0,black,black,13800
2012,Ford,Edge,Limited,suv,automatic,fl,4.0,28620.0,,gray,22100
2014,Hyundai,Genesis Coupe,3.8 Ultimate,Genesis Coupe,automatic,ca,5.0,985.0,gray,black,24100
2013,Chevrolet,Equinox,LT,SUV,automatic,fl,3.8,51673.0,black,gray,13600
2014,MINI,Cooper Countryman,S,Wagon,automatic,oh,4.4,12315.0,black,,25250
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,,fl,3.4,43996.0,white,gray,17100
2015,Mazda,CX-5,Touring,SUV,automatic,mn,4.8,17403.0,black,black,21200
2013,Ford,Focus,S,Sedan,automatic,fl,3.9,34240.0,silver,black,9700
2011,Chevrolet,HHR,LT,Wagon,automatic,fl,2.3,64913.0,gray,black,6200
2013,Honda,Civic,LX,Sedan,automatic,pa,3.5,1416.0,burgundy,gray,14700
2012,Land Rover,LR4,Base,SUV,,pa,4.4,44772.0,black,black,38000
2012,Lincoln,MKX,Base,SUV,automatic,oh,4.6,39401.0,white,beige,21500
2014,Ford,Fusion,SE,Sedan,automatic,tx,3.5,35207.0,gray,black,12400
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,4.5,26616.0,silver,gray,9200
2013,Nissan,Juke,S,Hatchback,,ga,4.0,43560.0,red,black,13100
2011,Hyundai,Tucson,Limited,SUV,automatic,ca,4.8,50848.0,gray,gray,16000
2013,BMW,3 Series,335i xDrive,sedan,automatic,wi,2.6,29151.0,white,black,28250
2012,Acura,TSX,Base,Sedan,automatic,fl,4.1,25400.0,silver,black,17800
2013,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,mo,4.1,5952.0,gray,black,23800
2014,Mazda,CX-5,Grand Touring,SUV,automatic,ga,4.9,16098.0,blue,black,20600
2015,Toyota,Corolla,LE,sedan,automatic,fl,4.9,1429.0,white,beige,15300
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,fl,3.7,27579.0,,beige,19000
2012,Ford,F-150,XLT,SuperCrew,automatic,ny,2.2,30745.0,gray,gray,23800
2012,Ford,Explorer,Base,SUV,automatic,tx,3.5,43549.0,,gray,18000
2014,Dodge,Charger,SXT,Sedan,automatic,tn,4.4,28461.0,white,black,18100
2012,Ford,Escape,Limited,SUV,automatic,tn,4.9,30825.0,red,black,17300
2013,Chevrolet,Camaro,LT,Coupe,automatic,nj,3.8,22321.0,black,black,15500
2014,Ford,Transit Connect,Wagon XLT LWB,Minivan,automatic,fl,5.0,10765.0,,tan,20700
2014,Dodge,Grand Caravan,R/T,Minivan,automatic,pa,4.0,13245.0,red,black,19900
2012,Kia,Optima,LX,Sedan,automatic,az,3.7,55747.0,silver,gray,12900
2013,Ford,Escape,SE,SUV,automatic,tx,4.5,83524.0,white,beige,11700
2012,Toyota,Camry,LE,sedan,automatic,md,3.6,29822.0,,gray,13100
2012,Lincoln,MKS,Base,Sedan,,pa,2.3,33945.0,black,black,19400
2012,Kia,Optima,LX,sedan,,pa,3.7,35099.0,white,beige,11100
2011,Nissan,Murano,LE,SUV,automatic,nj,4.7,39279.0,gray,black,20600
2012,Hyundai,Sonata,GLS,Sedan,,ga,4.0,35544.0,black,gray,11300
2014,Chevrolet,Camaro,LT,Coupe,automatic,fl,3.0,19223.0,red,gray,21400
2013,Ford,E-Series Van,E-150,E-Series Van,,mi,3.6,10797.0,silver,gray,18500
2013,Nissan,Altima,2.5,Sedan,,ca,4.3,22537.0,,beige,14000
2013,Nissan,Altima,2.5,Sedan,automatic,tx,4.2,26235.0,gray,black,18200
2012,Chevrolet,Malibu,LT,Sedan,,pa,4.3,111802.0,white,gray,6600
2013,Jeep,Grand Cherokee,Limited,suv,automatic,in,4.5,28727.0,red,black,30600
2013,Infiniti,G Sedan,G37x,g sedan,automatic,nj,3.6,15683.0,white,black,19500
2014,Mitsubishi,Mirage,ES,Hatchback,automatic,pa,3.9,15745.0,silver,black,8200
2014,Kia,Cadenza,Premium,Sedan,automatic,oh,4.2,22383.0,white,tan,19800
2013,Volkswagen,Beetle Convertible,Turbo PZEV,Beetle Convertible,manual,pa,3.9,6474.0,white,black,17200
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,17598.0,gray,black,20500
2014,Toyota,Camry Hybrid,LE,sedan,automatic,in,2.5,27488.0,white,gray,14300
2011,Toyota,Corolla,LE,Sedan,automatic,fl,4.3,12432.0,blue,tan,11800
2014,Dodge,Grand Caravan,SXT,minivan,,va,4.0,14949.0,white,black,17000
2013,GMC,Sierra 1500,SLE,Crew Cab,automatic,mi,4.0,33158.0,gray,black,25000
2014,Chevrolet,Cruze,2LT,Sedan,automatic,pa,4.0,17137.0,silver,black,13500
2013,Ford,Taurus,SEL,sedan,automatic,ny,2.1,29897.0,off-white,tan,14500
2014,GMC,Savana Cargo,2500,Van,automatic,wa,2.8,8701.0,white,beige,18600
2013,Chrysler,200,Touring,sedan,automatic,ga,3.7,53343.0,white,black,9900
2013,Nissan,Altima,2.5,sedan,automatic,nc,4.5,57461.0,black,gray,12400
2014,Ford,Fusion,Titanium,Sedan,,ca,3.5,33172.0,black,black,17500
2013,Ram,1500,Tradesman,Quad Cab,automatic,mo,5.0,12679.0,blue,gray,25400
2014,Chevrolet,Cruze,2LT,Sedan,automatic,tx,3.1,10180.0,white,black,14300
2015,Ford,Explorer,Limited,SUV,automatic,il,3.7,23130.0,red,black,32000
2011,Hyundai,Elantra,GLS,Sedan,,pa,4.6,16925.0,gray,gray,10600
2011,Toyota,Corolla,S,sedan,automatic,fl,3.6,39413.0,black,,11000
2013,Ford,Escape,Titanium,SUV,,pa,4.8,25306.0,gray,black,15400
2011,Ford,F-150,XLT,supercab,automatic,tn,3.5,60503.0,black,gray,16000
2013,Chevrolet,Sonic,LT,sedan,automatic,tx,3.8,50902.0,silver,black,8000
2012,Nissan,Altima,2.5 S,Sedan,automatic,nj,2.8,19608.0,black,black,12300
2012,BMW,X5 M,Base,suv,,pa,4.3,55327.0,black,black,40800
2011,Nissan,Rogue,S,SUV,automatic,ga,4.7,28156.0,silver,black,15200
2011,Chevrolet,Malibu,LT1,Sedan,automatic,az,,71990.0,silver,gray,9300
2014,Nissan,Sentra,SV,sedan,,ca,3.7,12579.0,gray,gray,12250
2012,Toyota,Camry,SE,sedan,automatic,nj,4.3,23770.0,black,black,13700
2013,Ford,Explorer,Base,SUV,automatic,nc,3.5,86433.0,white,beige,13900
2014,Dodge,Avenger,SE,sedan,automatic,wa,4.5,28224.0,silver,beige,11000
2012,Toyota,Yaris,Fleet,Sedan,automatic,pr,3.5,18746.0,black,beige,10700
2012,Chrysler,200,LX,Sedan,automatic,va,4.2,71015.0,silver,black,8600
2014,BMW,X6,xDrive35i,SUV,automatic,ca,4.4,52031.0,black,black,42500
2013,BMW,5 Series,535i,Sedan,automatic,ca,4.5,19943.0,gray,black,41250
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,tx,2.7,48739.0,burgundy,black,15200
2013,Lexus,GS 350,Base,Sedan,automatic,fl,4.2,35423.0,black,black,34300
2014,Audi,A6,TDI Premium Plus quattro,sedan,automatic,ca,4.8,18587.0,white,black,40000
2013,Nissan,Sentra,FE+ S,sedan,automatic,ma,4.1,15619.0,gray,black,13000
2014,Ford,Explorer,XLT,SUV,automatic,tx,4.3,19688.0,,black,25600
2011,Chrysler,200,Touring,sedan,automatic,nj,2.9,40237.0,blue,black,9200
2014,Ford,Taurus,SEL,Sedan,automatic,mi,3.8,30238.0,red,tan,45000
2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,ca,4.2,44254.0,white,black,25700
2012,Audi,TTS,Premium Plus quattro,Convertible,automatic,fl,5.0,5276.0,red,black,40600
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,il,2.3,82369.0,gray,gray,5600
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,mi,4.8,9327.0,black,black,32600
2014,Chevrolet,Equinox,LT,SUV,automatic,pa,4.9,71642.0,black,black,15200
2013,Nissan,Frontier,SV,Crew Cab,,co,3.4,48307.0,white,gray,19900
2012,Nissan,Maxima,3.5 SV,sedan,,pa,4.8,29420.0,red,black,17800
2012,smart,fortwo,passion coupe,Hatchback,automatic,ca,4.4,14139.0,green,black,7250
2012,Porsche,911,Carrera 4 GTS,convertible,automatic,fl,3.3,20739.0,gray,black,69500
2012,Subaru,Impreza,2.0i Premium PZEV,sedan,automatic,ca,3.3,22568.0,gray,black,14100
2013,Ford,C-Max Energi,SEL,Wagon,automatic,nc,4.5,55329.0,blue,beige,12200
2015,GMC,Sierra 1500,SLE,Crew Cab,automatic,oh,4.9,5758.0,silver,gray,32000
2013,Cadillac,ATS,Luxury,Sedan,automatic,md,4.2,44875.0,silver,black,19100
2014,Ford,Escape,Titanium,SUV,automatic,fl,4.4,20341.0,brown,black,20000
2013,Ford,Edge,SEL,SUV,automatic,nj,4.2,28181.0,gray,black,20900
2012,BMW,1 Series,128i,Coupe,automatic,ca,4.2,45038.0,white,black,16300
2014,Ford,F-150,XLT,SuperCrew,automatic,mi,4.9,14943.0,blue,gray,30400
2012,Jeep,Wrangler,Unlimited Sport,SUV,automatic,ca,3.7,35465.0,yellow,black,24400
2011,Chevrolet,Aveo,LS,Sedan,automatic,wi,3.7,76837.0,gray,,5600
2014,Kia,Optima,LX,Sedan,,ga,4.9,15713.0,white,gray,17800
2012,BMW,3 Series,328i,convertible,automatic,fl,3.7,45823.0,black,red,24500
2012,Toyota,Camry,LE,sedan,automatic,fl,4.1,19853.0,black,gray,14100
2013,Chrysler,300,Base,sedan,automatic,ms,4.1,79122.0,blue,tan,12900
2014,Toyota,Prius,Two,Hatchback,automatic,md,4.8,15051.0,silver,gray,17100
2013,Kia,Soul,+,wagon,automatic,ma,3.1,49079.0,white,black,9700
2012,Toyota,Camry,L,Sedan,automatic,fl,2.1,97441.0,blue,tan,9200
2012,Nissan,Altima,2.5 S,Sedan,automatic,oh,4.1,46459.0,black,black,11100
2011,Dodge,Journey,Mainstreet,SUV,automatic,fl,4.1,57911.0,silver,black,12300
2014,Toyota,Camry,LE,sedan,automatic,ga,3.6,42493.0,silver,beige,14100
2012,Volvo,S60,T5,sedan,automatic,pa,4.3,54406.0,,black,12100
2013,Nissan,Rogue,S,SUV,automatic,ne,3.4,138439.0,white,black,8400
2013,Ford,Escape,SE,SUV,automatic,pa,4.6,16143.0,green,beige,16600
2013,Ford,Escape,SEL,SUV,automatic,tn,3.7,27716.0,,black,18200
2014,Chevrolet,Cruze,2LT,Sedan,automatic,pa,5.0,42319.0,black,beige,12900
2012,Chrysler,Town and Country,Touring,minivan,automatic,pa,4.2,46504.0,blue,black,14200
2013,Toyota,Corolla,S Special Edition,Sedan,automatic,pr,4.0,16900.0,gray,black,16500
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,il,4.0,16997.0,red,black,15200
2015,Jeep,Cherokee,Trailhawk,suv,automatic,co,4.9,19114.0,gray,black,27200
2012,Infiniti,M,M37x,Sedan,automatic,il,1.9,50650.0,black,black,21600
2013,Ford,Fusion,SE,Sedan,automatic,ma,3.4,32003.0,gray,black,11900
2013,Hyundai,Accent,GLS,Sedan,,pa,3.3,34886.0,blue,gray,9200
2013,Honda,Odyssey,Touring,Minivan,automatic,in,3.7,44748.0,white,tan,28000
2013,Ford,F-150,XLT,supercrew,automatic,ca,3.7,86405.0,silver,gray,19400
2013,Ford,Explorer,Limited,SUV,automatic,mo,4.0,39046.0,green,gray,27200
2014,Ford,Fusion,SE,Sedan,automatic,il,4.3,19028.0,black,black,16300
2014,Chevrolet,Impala,LT,Sedan,automatic,co,4.0,11065.0,black,black,18800
2014,BMW,M6,Base,Convertible,automatic,ga,4.1,6931.0,white,gray,83400
2011,Nissan,Murano,SL,SUV,,pa,,27337.0,brown,,19800
2012,Jeep,Liberty,Sport,SUV,automatic,nj,3.9,104293.0,white,gray,8000
2014,Kia,Forte,LX,sedan,automatic,nv,3.9,20948.0,silver,black,11400
2013,Toyota,Sienna,L 7-Passenger,Minivan,,fl,3.6,48885.0,gray,gray,15800
2012,Audi,A4,2.0T Premium quattro,sedan,automatic,hi,3.7,38277.0,white,gray,24500
2012,Nissan,Altima,2.5 S,Sedan,,pa,3.4,35347.0,black,beige,13500
2013,Lincoln,MKS,Base,sedan,automatic,fl,4.3,14474.0,white,,22600
2014,Chrysler,200,Limited,Sedan,,on,4.9,19955.0,silver,black,15200
2013,Ford,Edge,SE,SUV,automatic,pa,3.4,85022.0,black,beige,12900
2013,Chevrolet,Impala,LS Fleet,Sedan,automatic,ca,5.0,65534.0,green,beige,9300
2011,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,tn,1.0,36281.0,black,gray,23750
2012,Mitsubishi,i-MiEV,ES,hatchback,automatic,il,3.0,23413.0,white,,5300
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,3.7,35778.0,black,black,11000
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,tx,5.0,22847.0,white,gray,52250
2011,Infiniti,QX56,Base,SUV,,pa,4.7,36324.0,black,beige,41750
2015,Chevrolet,Suburban,LT,SUV,,pa,4.0,13680.0,silver,black,16700
2013,Chevrolet,Spark,LS,Hatchback,manual,ga,4.2,70449.0,white,black,5200
2012,Chevrolet,Traverse,LS,SUV,,tx,4.6,40521.0,,gray,14000
2012,Nissan,Altima,2.5,Sedan,,co,4.2,35670.0,silver,black,14900
2013,Nissan,Murano,SV,SUV,automatic,tx,3.6,80541.0,silver,black,13500
2013,Chevrolet,Malibu,LT,Sedan,automatic,ga,3.9,52680.0,silver,black,12300
2014,Nissan,Altima,2.5 S,Sedan,automatic,tn,4.5,12739.0,gray,black,15100
2013,Mercedes-Benz,GLK-Class,GLK350 4MATIC,SUV,automatic,nv,3.5,49434.0,silver,black,26000
2013,Chevrolet,Captiva Sport,LTZ Fleet,SUV,automatic,il,3.0,24205.0,silver,black,15500
2012,Nissan,Versa,1.6 S,Sedan,automatic,ca,2.3,70677.0,silver,black,7200
2012,Ford,Fusion,SE,sedan,automatic,pa,3.6,70124.0,,black,8600
2012,Dodge,Durango,SXT,SUV,automatic,wi,3.3,66610.0,blue,black,19300
2013,Ford,Fusion,SE,Sedan,automatic,fl,4.7,33461.0,,black,14800
2013,Lincoln,MKZ,Base,Sedan,automatic,il,4.4,19165.0,black,beige,25600
2014,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,tn,5.0,11253.0,,black,29000
2013,Buick,Verano,Base,Sedan,automatic,mi,4.8,34200.0,black,beige,13000
2013,Infiniti,G Sedan,G37x,g sedan,automatic,co,2.0,18625.0,silver,black,20900
2012,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,automatic,oh,3.2,33337.0,black,black,39000
2012,Cadillac,SRX,Base,SUV,,pa,4.5,36024.0,black,black,19800
2014,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,ca,4.4,14971.0,gray,black,25500
2012,Volkswagen,Passat,S PZEV,sedan,automatic,ny,2.5,52634.0,gray,gray,7500
2013,Toyota,FJ Cruiser,Base,SUV,automatic,ca,3.5,36267.0,orange,black,27500
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,mn,3.7,41200.0,black,black,23400
2013,Ford,Fusion,Titanium,Sedan,automatic,mo,4.4,33419.0,burgundy,black,17600
2014,Ford,Fusion,SE,Sedan,automatic,fl,4.7,22656.0,,black,17700
2012,Hyundai,Elantra Touring,GLS,Hatchback,automatic,ga,3.5,56046.0,white,black,8400
2014,Ford,Escape,SE,SUV,automatic,mn,4.4,23510.0,gray,black,22600
2013,Ford,C-Max Energi,SEL,Wagon,automatic,md,3.9,37694.0,gray,gray,12700
2013,Chevrolet,Cruze,2LT,Sedan,automatic,tn,3.7,53534.0,silver,black,12000
2014,Kia,Optima,LX,Sedan,automatic,fl,4.1,30304.0,brown,beige,14500
2012,Dodge,Journey,SXT,suv,automatic,ok,4.3,55410.0,silver,black,11500
2013,Dodge,Avenger,SXT,Sedan,,ga,4.8,18650.0,gray,black,12300
2013,Toyota,Tacoma,V6,Access Cab,automatic,wi,3.9,28481.0,gray,gray,23900
2014,Dodge,Charger,SE,sedan,automatic,in,4.3,35574.0,white,black,15000
2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,il,3.5,41713.0,silver,black,13000
2013,Chrysler,200,Limited,Sedan,automatic,oh,4.4,23428.0,white,black,13100
2014,Kia,Sorento,LX,SUV,,ga,4.9,13953.0,white,beige,17800
2014,Ford,Expedition,Limited,SUV,automatic,fl,5.0,8083.0,,tan,40100
2013,Nissan,Altima,2.5,Sedan,automatic,ga,4.1,54350.0,brown,black,12401
2013,Ford,Fusion,SE,sedan,automatic,mo,4.4,14684.0,white,black,15300
2011,Nissan,Rogue,S,SUV,automatic,nj,4.0,23228.0,,gray,14300
2011,Lexus,ES 350,Base,Sedan,automatic,fl,2.9,35983.0,white,beige,18200
2011,Ford,F-150,FX4,SuperCrew,automatic,nc,3.4,48846.0,red,black,27700
2013,Cadillac,SRX,Luxury,SUV,automatic,oh,4.5,42199.0,silver,black,24401
2013,Ford,Fusion,SE,Sedan,automatic,mi,4.9,30906.0,black,black,15200
2012,Chevrolet,Cruze,2LT,Sedan,,pa,2.0,62006.0,,black,7600
2013,Chevrolet,Equinox,LS,suv,automatic,mo,4.7,45310.0,blue,black,15000
2014,Ford,Escape,SE,SUV,automatic,mo,4.3,33253.0,silver,black,19300
2011,Volkswagen,Jetta,Base,Sedan,,on,3.9,47854.0,blue,black,8200
2012,Hyundai,Accent,GLS,Sedan,automatic,ga,2.5,50000.0,white,tan,6900
2013,Hyundai,Accent,GLS,Sedan,automatic,va,3.0,34656.0,silver,gray,7100
2012,Ford,Fusion,SEL,Sedan,automatic,pa,4.6,43910.0,white,beige,13300
2012,Nissan,Maxima,3.5 S,Sedan,automatic,nj,3.6,39013.0,white,black,15600
2012,Volkswagen,Tiguan,SE,SUV,automatic,tx,4.6,31914.0,gray,black,18400
2012,Chevrolet,Impala,LS Fleet,Sedan,automatic,wi,2.7,81483.0,black,gray,7500
2012,Chevrolet,Volt,Base,hatchback,automatic,mn,4.4,50832.0,white,gray,10500
2012,Jeep,Wrangler,Unlimited Sahara,SUV,manual,ca,4.9,35600.0,silver,black,27000
2014,Kia,Forte,LX,Sedan,automatic,tx,5.0,13191.0,white,gray,13100
2014,Dodge,Charger,SE,sedan,automatic,tn,4.9,5696.0,red,black,19300
2013,Nissan,Altima,2.5,Sedan,automatic,oh,2.9,46838.0,black,black,12100
2014,Dodge,Grand Caravan,R/T,Minivan,automatic,tx,4.3,35428.0,gray,black,18900
